rebrickable_fig_num,bricklink_minifig_id,match_score,trusted
fig-000003,s009,85.5,yes
fig-000003,tv001,85.5,yes
fig-000003,cop020,85.5,yes
fig-000005,pck001,85.5,yes
fig-000005,pck002,85.5,yes
fig-006691,jbr001,88.3,yes
fig-006691,jbr002,88.3,yes
fig-006691,jbr003,88.3,yes
fig-000005,zip001,85.5,yes
fig-006691,zip002,88.3,yes
fig-006691,zip003,88.3,yes
fig-006691,zip004,88.3,yes
fig-000005,zip005,85.5,yes
fig-000004,but001,85.5,yes
fig-000004,but002,85.5,yes
fig-006691,zip006,88.3,yes
fig-006691,zip007,88.3,yes
fig-006691,zip008,88.3,yes
fig-006691,zip009,88.3,yes
fig-000010,hgh004,85.5,yes
fig-000004,pck003,85.5,yes
fig-000005,ovr014,85.5,yes
fig-001545,zip010,86.4,yes
fig-000061,bk001,85.5,yes
fig-000003,firec009,85.5,yes
fig-006691,firec010,88.3,yes
fig-000003,cop018,85.5,yes
fig-006691,zip011,88.3,yes
fig-000003,zip012,85.5,yes
fig-006691,zip013,88.3,yes
fig-008207,zip014,88.0,yes
fig-000003,ncklc002,85.5,yes
fig-000003,hor001,85.5,yes
fig-000004,hor002,85.5,yes
fig-000003,hor003,85.5,yes
fig-000003,hor004,85.5,yes
fig-000004,hor005,85.5,yes
fig-000003,hor006,85.5,yes
fig-000004,jred001,85.5,yes
fig-000003,jred002,85.5,yes
fig-008294,jred003,87.8,yes
fig-000003,zip045,85.5,yes
fig-000005,jred005,85.5,yes
fig-000003,jred006,85.5,yes
fig-000004,ver001,85.5,yes
fig-000003,hor007,85.5,yes
fig-006691,jred007,88.3,yes
fig-000520,jred008,85.6,yes
fig-000010,hgh005,85.5,yes
fig-000010,exx003,85.5,yes
fig-000003,s010,85.5,yes
fig-002025,ovr015,86.4,yes
fig-000003,s011,85.5,yes
fig-000010,trc001,85.5,yes
fig-000010,trc002,85.5,yes
fig-000010,trc003,85.5,yes
fig-000005,zip015,85.5,yes
fig-000004,jred009,85.5,yes
fig-000010,jbr004,85.5,yes
fig-000004,but003,85.5,yes
fig-000004,but004,85.5,yes
fig-000010,cas202,85.5,yes
fig-000004,jred010,85.5,yes
fig-000010,trc004,85.5,yes
fig-006691,zip016,88.3,yes
fig-008604,zip017,88.3,yes
fig-000010,ncklc003,85.5,yes
fig-000010,ncklc004,85.5,yes
fig-000003,ncklc005,85.5,yes
fig-000003,ncklc006,85.5,yes
fig-000010,ncklc007,85.5,yes
fig-000003,chef001,85.5,yes
fig-000010,chef002,85.5,yes
fig-000003,jail002,85.5,yes
fig-000003,cop019,85.5,yes
fig-000003,cop021,85.5,yes
fig-000003,cop022,85.5,yes
fig-008848,fbr001,89.8,yes
fig-000010,fbr002,85.5,yes
fig-008848,fbr003,86.4,yes
fig-000007,hor008,85.5,yes
fig-000003,hor009,85.5,yes
fig-000003,hor010,85.5,yes
fig-000010,hor011,85.5,yes
fig-000003,hor012,85.5,yes
fig-000003,hor013,85.5,yes
fig-000962,splc006,90.0,yes
fig-006691,splc005,88.3,yes
fig-001014,splc001,90.0,yes
fig-000020,splc004,85.5,yes
fig-004556,res001,90.0,yes
fig-000010,res002,85.5,yes
fig-000010,res003,85.5,yes
fig-006691,res004,88.3,yes
fig-000166,sw0042,85.5,yes
fig-003638,sw0043,100.0,yes
fig-000741,alp008,90.0,yes
fig-006691,ver002,88.3,yes
fig-000004,ver003,85.5,yes
fig-000004,ver004,85.5,yes
fig-000003,ver005,85.5,yes
fig-000004,ver006,85.5,yes
fig-000004,ver007,85.5,yes
fig-000003,ver008,85.5,yes
fig-000004,ver009,85.5,yes
fig-000004,ver010,85.5,yes
fig-000004,ver011,85.5,yes
fig-000007,chef012,85.5,yes
fig-000003,cop023s,85.5,yes
fig-000005,fire005s,85.5,yes
fig-000003,doc013s,85.5,yes
fig-000005,trn102a,85.5,yes
fig-000027,trn067,85.5,yes
fig-012094,cas203,90.0,yes
fig-000010,sw0044,85.5,yes
fig-000004,tech002,85.5,yes
fig-011235,tech003,86.6,yes
fig-000029,sw0045,85.5,yes
fig-000005,cre001,85.5,yes
fig-000005,cre002,85.5,yes
fig-000010,cre003,85.5,yes
fig-010503,tech004,86.4,yes
fig-010489,tech005,90.1,yes
fig-000003,tech006,85.5,yes
fig-000010,cas205,85.5,yes
fig-000004,tech007,85.5,yes
fig-000005,trn069,85.5,yes
fig-011127,sw0046,90.0,yes
fig-000005,sw0047,85.5,yes
fig-000005,sw0048,85.5,yes
fig-004580,sw0049,90.0,yes
fig-012953,sw0050,90.0,yes
fig-000154,sw0067,85.5,yes
fig-000004,tech008,85.5,yes
fig-000004,tech009,85.5,yes
fig-000007,cas001,85.5,yes
fig-000005,vel002,85.5,yes
fig-003644,sw0979,90.0,yes
fig-000003,oct026,85.5,yes
fig-000010,41983,85.5,yes
fig-001319,hp079,90.0,yes
fig-001319,hp078,90.0,yes
fig-012400,div021,90.0,yes
fig-000003,oct005,85.5,yes
fig-000003,oct006,85.5,yes
fig-010140,vel001,90.0,yes
fig-000007,jbr006,85.5,yes
fig-000004,pck004,85.5,yes
fig-000005,ovr016,85.5,yes
fig-000003,tech038a,85.5,yes
fig-010430,sw0066,87.4,yes
fig-000005,sw0069,85.5,yes
fig-000010,oct016,85.5,yes
fig-010700,oct017,86.7,yes
fig-000176,soc049,90.0,yes
fig-000007,sw0051,85.5,yes
fig-003501,sw0052,90.0,yes
fig-001953,spd001,90.0,yes
fig-008201,zip018,88.0,yes
fig-008202,zip019,88.0,yes
fig-000725,jbl001,92.5,yes
fig-010494,tech040a,96.3,yes
fig-000898,stu009,100.0,yes
fig-000004,pck005,85.5,yes
fig-000005,stu010,85.5,yes
fig-000010,jbl002,85.5,yes
fig-000005,lom018,85.5,yes
fig-006527,pi002,90.0,yes
fig-005921,rac006,90.0,yes
fig-006524,cas204,95.0,yes
fig-001192,cas207,90.0,yes
fig-000004,4555pb024,85.5,yes
fig-000004,lea001,85.5,yes
fig-000053,sw0053,85.5,yes
fig-000019,sw0054,85.5,yes
fig-000004,sw0055,85.5,yes
fig-006546,hp015,90.0,yes
fig-003640,sw0056,95.8,yes
fig-000004,sw0057,85.5,yes
fig-000010,sw0058,85.5,yes
fig-003632,sw0059,100.0,yes
fig-002047,sw0060,90.0,yes
fig-000004,jstr001,85.5,yes
fig-000003,jstr002,85.5,yes
fig-000004,4555pb061,85.5,yes
fig-000004,4555pb062,85.5,yes
fig-000004,4555pb058,85.5,yes
fig-000003,4555pb057,85.5,yes
fig-000003,4555pb046,85.5,yes
fig-000004,4555pb010,85.5,yes
fig-000003,4555pb045,85.5,yes
fig-000003,4555pb069,85.5,yes
fig-010488,tech012,88.9,yes
fig-000003,jbr007,85.5,yes
fig-000019,alp017,85.5,yes
fig-000741,alp020,90.0,yes
fig-000415,alp019,90.0,yes
fig-000003,lea002,85.5,yes
fig-002072,cas022a,90.0,yes
fig-000005,mck002,85.5,yes
fig-000007,sw0099,85.5,yes
fig-000004,cre004,85.5,yes
fig-000003,cre005,85.5,yes
fig-000004,firec011,85.5,yes
fig-000004,twn042,85.5,yes
fig-003055,rac007,90.0,yes
fig-000898,air013,90.0,yes
fig-000003,cre006,85.5,yes
fig-000005,trn070,85.5,yes
fig-000007,spd002,85.5,yes
fig-004914,spd004,85.7,yes
fig-000860,hol007,95.0,yes
fig-006691,ver012,88.3,yes
fig-000003,chef003,85.5,yes
fig-006691,oct018,88.3,yes
fig-000003,jstr008,85.5,yes
fig-000176,soc050,90.0,yes
fig-000176,soc052,90.0,yes
fig-000176,soc051,90.0,yes
fig-000176,soc053,90.0,yes
fig-000176,soc054,90.0,yes
fig-000176,soc055,90.0,yes
fig-000010,belvfemale03,85.5,yes
fig-001152,pln165,89.1,yes
fig-006691,tel002,86.7,yes
fig-006691,tel003,86.7,yes
fig-008207,tel004,90.7,yes
fig-000856,stu011,90.0,yes
fig-000003,4555pb043,85.5,yes
fig-000004,4555pb044,85.5,yes
fig-000004,4555pb065,85.5,yes
fig-000003,pck006,85.5,yes
fig-000003,6453pb004,85.5,yes
fig-001132,but006,86.5,yes
fig-000005,but007,85.5,yes
fig-000003,but008,85.5,yes
fig-005921,oct019,90.0,yes
fig-000900,hrf007,100.0,yes
fig-000204,hrf006,90.0,yes
fig-000027,pi004b,85.5,yes
fig-001052,hp016,90.0,yes
fig-000962,hrf004,95.0,yes
fig-005983,hrf002,100.0,yes
fig-005985,hrf003,100.0,yes
fig-003313,hrf001,90.0,yes
fig-001223,hrf005,100.0,yes
fig-006396,hrf008,90.0,yes
fig-002564,alp006,100.0,yes
fig-011226,pooh,90.0,yes
fig-011226,tigger,90.0,yes
fig-012889,fmf001,89.0,yes
fig-008219,fmf002,88.0,yes
fig-000005,pln001,85.5,yes
fig-000004,pln003,85.5,yes
fig-000005,pln002,85.5,yes
fig-000003,pln102,85.5,yes
fig-001482,mmf005,89.9,yes
fig-000043,4555pb021,85.5,yes
fig-000040,js007,85.5,yes
fig-000040,js001,85.5,yes
fig-000010,js002,85.5,yes
fig-000123,ixs001,90.0,yes
fig-000010,ixs002,85.5,yes
fig-006430,ixs004,90.0,yes
fig-000277,ixs003,90.0,yes
fig-006433,ixs005,90.0,yes
fig-000004,mck003,85.5,yes
fig-000005,sw0068,85.5,yes
fig-000003,soc057,85.5,yes
fig-007983,soc058,87.7,yes
fig-012094,cas209,90.0,yes
fig-000004,hrf009,85.5,yes
fig-000482,rck006,100.0,yes
fig-000746,alp009,100.0,yes
fig-002307,alp010,90.0,yes
fig-000003,belvfemale11,85.5,yes
fig-000004,tech013,85.5,yes
fig-000821,stu012,90.0,yes
fig-000007,js003,85.5,yes
fig-002290,ixs007,90.0,yes
fig-001344,cas211,90.0,yes
fig-001344,cas210,90.0,yes
fig-012094,cas212,90.0,yes
fig-000024,rac008,85.5,yes
fig-000003,oct007,85.5,yes
fig-004641,4224c02,85.5,yes
fig-000306,4224c01,85.5,yes
fig-000010,shell006,85.5,yes
fig-000003,4555pb068,85.5,yes
fig-000004,6453pb011,85.5,yes
fig-000003,4555pb038,85.5,yes
fig-000020,hrf010,85.5,yes
fig-000320,cc4443,97.1,yes
fig-000010,shell007,85.5,yes
fig-000320,cc4444,97.1,yes
fig-000269,cc4445,100.0,yes
fig-000558,cc4448,100.0,yes
fig-000320,cc4449,100.0,yes
fig-000559,cc4450,100.0,yes
fig-000273,cc4453,100.0,yes
fig-000562,cc4454,95.0,yes
fig-000080,cc4455,85.5,yes
fig-000168,cc4456,85.5,yes
fig-000004,wc4457,85.5,yes
fig-000567,cc4471,95.0,yes
fig-000176,cc4446,90.0,yes
fig-000176,cc4447,90.0,yes
fig-000176,cc4451,90.0,yes
fig-000176,cc4452,90.0,yes
fig-000004,oct008,85.5,yes
fig-000003,oct009,85.5,yes
fig-000003,oct010,85.5,yes
fig-010652,trn071,86.4,yes
fig-000010,trn072,85.5,yes
fig-000010,trn073,85.5,yes
fig-000003,air014,85.5,yes
fig-000003,air015,85.5,yes
fig-000010,air016,85.5,yes
fig-000004,trn074,85.5,yes
fig-000003,doc014,85.5,yes
fig-000003,doc015,85.5,yes
fig-000004,oct027,85.5,yes
fig-009120,rac010,88.7,yes
fig-006691,rac011,88.3,yes
fig-000010,jbl003,85.5,yes
fig-000004,firec012,85.5,yes
fig-000005,ovr017,85.5,yes
fig-000005,ovr018,85.5,yes
fig-005921,splc003,90.0,yes
fig-002941,twn012,90.0,yes
fig-008929,hp023,95.0,yes
fig-000004,hp026,85.5,yes
fig-000004,hp027,85.5,yes
fig-000005,hp028,85.5,yes
fig-000005,hp029,85.5,yes
fig-010579,hp030,90.0,yes
fig-000010,hp031,85.5,yes
fig-000003,hp032,85.5,yes
fig-000059,hp020,85.5,yes
fig-016076,hp019,90.0,yes
fig-000003,hp021,85.5,yes
fig-006125,hp022,88.3,yes
fig-000907,hp017,90.0,yes
fig-016076,hp025,90.0,yes
fig-016076,hp033,90.0,yes
fig-000010,hp018,85.5,yes
fig-002798,trn075,90.0,yes
fig-000010,trn076,85.5,yes
fig-000032,sw0070,85.5,yes
fig-000053,sw0071,85.5,yes
fig-003520,sw0072,100.0,yes
fig-000010,sw0073,85.5,yes
fig-010436,sw0074,90.0,yes
fig-000010,sw0075,85.5,yes
fig-000010,sw0076,85.5,yes
fig-000010,trn077,85.5,yes
fig-000004,trn078,85.5,yes
fig-000010,trn079,85.5,yes
fig-000004,belvfemale02,85.5,yes
fig-001316,cop024,90.0,yes
fig-003506,sw0061,97.8,yes
fig-003505,sw0062,92.7,yes
fig-002072,cas215,90.0,yes
fig-000005,31231pb04,85.5,yes
fig-000005,31232pb04,85.5,yes
fig-005921,arc010,90.0,yes
fig-001316,cop025,90.0,yes
fig-006746,cas216,95.0,yes
fig-002428,alp015,90.0,yes
fig-000004,cas217,85.5,yes
fig-000004,cas218,85.5,yes
fig-000003,pi072,85.5,yes
fig-000003,pi073,85.5,yes
fig-000003,4943pb001,85.5,yes
fig-007314,nba004,95.0,yes
fig-007313,nba005,95.0,yes
fig-000494,nba006,95.0,yes
fig-000493,nba001,90.0,yes
fig-007306,nba002,95.0,yes
fig-007307,nba003,95.0,yes
fig-001157,4555pb036,90.0,yes
fig-000004,4555pb001,85.5,yes
fig-000003,4555pb064,85.5,yes
fig-000003,4555pb048,85.5,yes
fig-000004,4555pb049,85.5,yes
fig-000004,4555pb012,85.5,yes
fig-000004,4555pb011,85.5,yes
fig-000003,4555pb013,85.5,yes
fig-000003,4555pb066,85.5,yes
fig-000003,4555pb016,85.5,yes
fig-000004,4555pb002,85.5,yes
fig-000004,4555pb073,85.5,yes
fig-000004,4555pb023,85.5,yes
fig-000004,4555pb078,85.5,yes
fig-000004,4555pb079,85.5,yes
fig-000007,sw0063,85.5,yes
fig-000061,belvmale02,85.5,yes
fig-000003,belvmale01,85.5,yes
fig-014919,belvfemale07,90.0,yes
fig-014876,belvfemale08,90.0,yes
fig-014907,belvfemale09,90.0,yes
fig-015881,belvbaby01,90.0,yes
fig-002522,belvbaby02,85.5,yes
fig-000010,shell008,85.5,yes
fig-000010,shell009,85.5,yes
fig-000004,shell011,85.5,yes
fig-000748,adv024,85.5,yes
fig-000464,adv025,90.0,yes
fig-000631,adv026,90.0,yes
fig-002246,adv027,100.0,yes
fig-007310,nba007,90.0,yes
fig-007308,nba008,95.0,yes
fig-007309,nba009,95.0,yes
fig-007303,nba010,90.0,yes
fig-007305,nba011,95.0,yes
fig-007304,nba012,95.0,yes
fig-007295,nba013,95.0,yes
fig-007294,nba014,95.0,yes
fig-007296,nba015,90.0,yes
fig-006691,oct011,88.3,yes
fig-000010,fab13a,85.5,yes
fig-000010,fab13b,85.5,yes
fig-000003,fab13c,85.5,yes
fig-000003,fab13d,85.5,yes
fig-000005,oct020,85.5,yes
fig-006691,oct021,88.3,yes
fig-000003,oct022,85.5,yes
fig-006691,oct023,88.3,yes
fig-000003,oct024,85.5,yes
fig-000003,oct025,85.5,yes
fig-006691,oct028,88.3,yes
fig-000003,oct029,85.5,yes
fig-006691,oct030,88.3,yes
fig-000003,oct031,85.5,yes
fig-006691,oct032,88.3,yes
fig-006691,oct033,88.3,yes
fig-000010,oct034,85.5,yes
fig-000010,oct035,85.5,yes
fig-000003,oct038,85.5,yes
fig-000898,sw0077,90.0,yes
fig-000005,sw0078,85.5,yes
fig-000004,oct039,85.5,yes
fig-007301,nba016,95.0,yes
fig-007300,nba017,95.0,yes
fig-007302,nba018,95.0,yes
fig-006691,oct040,88.3,yes
fig-006691,oct041,88.3,yes
fig-000003,oct042,85.5,yes
fig-000004,con015s,85.5,yes
fig-000004,but010,85.5,yes
fig-006691,oct043,88.3,yes
fig-000821,adv028,90.0,yes
fig-002259,adv029,100.0,yes
fig-002242,adv030,100.0,yes
fig-002241,adv031,100.0,yes
fig-006691,oct044,88.3,yes
fig-000044,nba025,85.5,yes
fig-000044,nba026,85.5,yes
fig-007298,nba019,95.0,yes
fig-007299,nba020,95.2,yes
fig-007297,nba021,95.0,yes
fig-007312,nba022,95.0,yes
fig-000495,nba023,95.0,yes
fig-007311,nba024,90.0,yes
fig-002258,adv032,90.0,yes
fig-000631,adv033,90.0,yes
fig-000821,adv034,90.0,yes
fig-000631,adv035,90.0,yes
fig-000464,adv036,90.0,yes
fig-000004,but011,85.5,yes
fig-000005,but012,85.5,yes
fig-000176,soc059,90.0,yes
fig-000010,trn080,85.5,yes
fig-000004,trn081,85.5,yes
fig-000839,adv037,86.6,yes
fig-000318,gen003,90.0,yes
fig-000044,nba027,85.5,yes
fig-000034,nba028,85.5,yes
fig-000044,nba029,85.5,yes
fig-000010,nba030,85.5,yes
fig-000019,nba031,85.5,yes
fig-007323,nba032,85.7,yes
fig-000005,nba033,85.5,yes
fig-007312,nba034,95.0,yes
fig-000493,nba035,90.0,yes
fig-007298,nba036,90.0,yes
fig-007303,nba037,90.0,yes
fig-007296,nba038,90.0,yes
fig-007310,nba039,90.0,yes
fig-007311,nba040,90.0,yes
fig-000044,nba041,85.5,yes
fig-000044,nba042,85.5,yes
fig-000004,tech032a,85.5,yes
fig-000072,gen004,85.5,yes
fig-000004,6453pb001,85.5,yes
fig-000044,nba043,85.5,yes
fig-000027,nba044,85.5,yes
fig-000027,nba045,85.5,yes
fig-000010,js009,85.5,yes
fig-000010,js008,85.5,yes
fig-000021,4555pb082,85.5,yes
fig-000004,ovr019,85.5,yes
fig-000085,rac012,85.5,yes
fig-000005,fab8c,85.5,yes
fig-000003,fab9f,85.5,yes
fig-000003,fab11d,85.5,yes
fig-000007,fab11b,85.5,yes
fig-000072,fab6e,85.5,yes
fig-000004,fab9d,85.5,yes
fig-000003,fab3c,85.5,yes
fig-000010,fab11c,85.5,yes
fig-000003,fab9e,85.5,yes
fig-000004,fab12b,85.5,yes
fig-000004,fab11e,85.5,yes
fig-000004,fab5c,85.5,yes
fig-000048,fab6a,85.5,yes
fig-000176,soc061,90.0,yes
fig-000176,soc062,90.0,yes
fig-000176,soc063,90.0,yes
fig-000176,soc064,90.0,yes
fig-000176,soc065,90.0,yes
fig-000176,soc066,90.0,yes
fig-000176,soc067,90.0,yes
fig-000176,soc068,90.0,yes
fig-000176,soc069,90.0,yes
fig-000176,soc070,90.0,yes
fig-000003,fab11g,85.5,yes
fig-000176,soc071,90.0,yes
fig-000176,soc072,90.0,yes
fig-000176,soc073,90.0,yes
fig-000176,soc074,90.0,yes
fig-000176,soc075,90.0,yes
fig-000176,soc076,90.0,yes
fig-000176,soc077,90.0,yes
fig-000176,soc078,90.0,yes
fig-000176,soc079,90.0,yes
fig-000176,soc080,90.0,yes
fig-000176,soc081,90.0,yes
fig-000176,soc082,90.0,yes
fig-000176,soc083,90.0,yes
fig-000176,soc084,90.0,yes
fig-000176,soc085,90.0,yes
fig-000176,soc086,90.0,yes
fig-000176,soc087,90.0,yes
fig-000176,soc088,90.0,yes
fig-000176,soc089,90.0,yes
fig-000176,soc090,90.0,yes
fig-000021,4555pb030,85.5,yes
fig-000003,4555pb056,85.5,yes
fig-000144,sw0079,85.5,yes
fig-000003,fab8f,85.5,yes
fig-000176,soc091,90.0,yes
fig-000085,rac013,85.5,yes
fig-000003,4555pb014,85.5,yes
fig-000004,baby001,85.5,yes
fig-001316,cop026,90.0,yes
fig-000010,js004,85.5,yes
fig-000003,sp050,85.5,yes
fig-000004,4555pb022,85.5,yes
fig-000004,4555pb028,85.5,yes
fig-000004,4555pb054,85.5,yes
fig-000004,4555pb072,85.5,yes
fig-000004,4555pb034,85.5,yes
fig-000005,4555pb031,85.5,yes
fig-000004,4555pb017,85.5,yes
fig-000004,4555pb060,85.5,yes
fig-000004,4555pb029,85.5,yes
fig-000004,4555pb020,85.5,yes
fig-000027,31181pb02,85.5,yes
fig-000004,4555pb040,85.5,yes
fig-000003,4555pb007,85.5,yes
fig-000004,6453pb008,85.5,yes
fig-000003,6453pb019,85.5,yes
fig-000004,6453pb020,85.5,yes
fig-000004,6453pb009,85.5,yes
fig-000004,6453pb003,85.5,yes
fig-000003,31231pb01,85.5,yes
fig-000005,31234pb02,85.5,yes
fig-000005,31232pb01,85.5,yes
fig-000003,31233pb02,85.5,yes
fig-000521,cc4058,94.7,yes
fig-000524,cc4064,100.0,yes
fig-000309,cc4066,100.0,yes
fig-000020,cc4063,85.5,yes
fig-000315,soc092,105.5,yes
fig-000176,soc093,90.0,yes
fig-000176,soc094,90.0,yes
fig-000003,soc095,85.5,yes
fig-000004,tech015,85.5,yes
fig-000004,belvfemale10,85.5,yes
fig-000007,belvfemale06,85.5,yes
fig-000007,belvfemale05,85.5,yes
fig-000061,belvmale03,85.5,yes
fig-000004,baby002,85.5,yes
fig-000578,trn082,90.0,yes
fig-000822,shell012,86.7,yes
fig-005985,hrf011,90.0,yes
fig-000746,alp012,90.0,yes
fig-000005,con005,85.5,yes
fig-000004,con006,85.5,yes
fig-000003,jstr009,85.5,yes
fig-000004,rsq011,85.5,yes
fig-000010,rsq013,85.5,yes
fig-000029,rsq014,85.5,yes
fig-001327,ext014,90.0,yes
fig-000007,ext016,85.5,yes
fig-005921,ext017,90.0,yes
fig-000007,cas046cm,85.5,yes
fig-000007,div022,85.5,yes
fig-000962,spp014,90.0,yes
fig-001208,hol006,90.0,yes
fig-003055,rac014,90.0,yes
fig-000176,cc4472,90.0,yes
fig-000306,cc4061,95.0,yes
fig-000421,inf001,100.0,yes
fig-000010,post003,85.5,yes
fig-000003,jail003,85.5,yes
fig-000010,fre001,85.5,yes
fig-000005,tim005,85.5,yes
fig-000005,tim006,85.5,yes
fig-000007,res005,85.5,yes
fig-000004,res006,85.5,yes
fig-000003,res007,85.5,yes
fig-000003,res008,85.5,yes
fig-000003,car001,85.5,yes
fig-000007,car002,85.5,yes
fig-000010,car003,85.5,yes
fig-000004,rep001,85.5,yes
fig-000004,rep002,85.5,yes
fig-000004,rep003,85.5,yes
fig-000003,bnk002,85.5,yes
fig-000003,bnk003,85.5,yes
fig-006691,doc017,88.3,yes
fig-005921,rac015,90.0,yes
fig-010805,old001,95.0,yes
fig-000503,old002,97.5,yes
fig-000503,old003,95.0,yes
fig-006381,old004,97.6,yes
fig-006383,old005,97.7,yes
fig-000503,old006,92.0,yes
fig-001243,old007,95.0,yes
fig-001243,old008,95.0,yes
fig-000534,old009,95.0,yes
fig-000003,4555pb042,85.5,yes
fig-012094,cas206,90.0,yes
fig-000007,cas219,85.5,yes
fig-000003,4555pb033,85.5,yes
fig-002433,alp016,90.0,yes
fig-000004,4555pb051,85.5,yes
fig-000004,4555pb052,85.5,yes
fig-000004,4555pb081,85.5,yes
fig-000003,s012,85.5,yes
fig-000005,cas220,85.5,yes
fig-000033,js010,85.5,yes
fig-000005,js011,85.5,yes
fig-000004,js012,85.5,yes
fig-000004,js013,85.5,yes
fig-000003,firec014,85.5,yes
fig-000005,pck007,85.5,yes
fig-007351,js005,95.0,yes
fig-000004,tech028,85.5,yes
fig-000005,ovr020,85.5,yes
fig-000005,trn083,85.5,yes
fig-001132,trn084,86.4,yes
fig-000066,wtr002,90.0,yes
fig-000007,js014,85.5,yes
fig-000005,sw0055a,85.5,yes
fig-002941,redsox,90.0,yes
fig-000053,belvbaby03,85.5,yes
fig-000053,belvbaby04,85.5,yes
fig-000007,belvbaby05,85.5,yes
fig-000003,belvmale05,85.5,yes
fig-000003,belvmale06,85.5,yes
fig-000003,belvmale07,85.5,yes
fig-000003,belvmale08,85.5,yes
fig-000003,belvmale09,85.5,yes
fig-000003,belvfemale12,85.5,yes
fig-000003,belvfemale13,85.5,yes
fig-000004,belvfemale14,85.5,yes
fig-000003,belvfemale15,85.5,yes
fig-000003,belvfemale16,85.5,yes
fig-000003,belvfemale17,85.5,yes
fig-000004,belvfemale18,85.5,yes
fig-000003,belvfemale19,85.5,yes
fig-000003,belvfemale20,85.5,yes
fig-000003,belvfemale21,85.5,yes
fig-000004,belvfemale22,85.5,yes
fig-000032,belvfemale23,85.5,yes
fig-000004,belvfemale24,85.5,yes
fig-000005,js015,85.5,yes
fig-000004,js016,85.5,yes
fig-000005,js017,85.5,yes
fig-000004,par040,85.5,yes
fig-000003,par041,85.5,yes
fig-000003,firec015,85.5,yes
fig-000007,adv038,85.5,yes
fig-000315,soc096,105.5,yes
fig-000344,twn001,85.6,yes
fig-008671,twn003,89.3,yes
fig-000005,pln004,85.5,yes
fig-000003,ovr021,85.5,yes
fig-000005,zip044,85.5,yes
fig-000335,jbr008,86.0,yes
fig-000003,firec016,85.5,yes
fig-000003,pck008,85.5,yes
fig-006691,pck009,86.7,yes
fig-000004,hor015,85.5,yes
fig-000005,but013,85.5,yes
fig-000010,ncklc008,85.5,yes
fig-006691,zip020,88.3,yes
fig-000003,pln006,85.5,yes
fig-006691,jred012,88.3,yes
fig-000004,pln005,85.5,yes
fig-000003,pln008,85.5,yes
fig-000005,pln009,85.5,yes
fig-008579,pln010,87.9,yes
fig-000010,air018,85.5,yes
fig-008581,jbl004,87.4,yes
fig-006691,cop027,88.3,yes
fig-006691,pln011,88.3,yes
fig-000442,jbl005,92.6,yes
fig-000004,twn007,85.5,yes
fig-000004,pck010,85.5,yes
fig-009051,pln012,90.3,yes
fig-008605,pln013,88.8,yes
fig-000005,pck011,85.5,yes
fig-000004,trn085,85.5,yes
fig-000004,pln014,85.5,yes
fig-000010,twn013,85.5,yes
fig-000010,tv002,85.5,yes
fig-000010,tv003,85.5,yes
fig-008835,jbl006,87.2,yes
fig-000005,trn086,85.5,yes
fig-000004,trn087,85.5,yes
fig-000003,cop028,85.5,yes
fig-006691,cop029,86.7,yes
fig-000005,pln015,85.5,yes
fig-000003,cop030,85.5,yes
fig-000005,pln016,85.5,yes
fig-000003,4555pb006,85.5,yes
fig-011226,Eeyore,90.0,yes
fig-011226,piglet,90.0,yes
fig-000005,pln017,85.5,yes
fig-000003,pln018,85.5,yes
fig-000003,pln019,85.5,yes
fig-000005,pln020,85.5,yes
fig-000003,pln021,85.5,yes
fig-000003,pln022,85.5,yes
fig-000005,pln023,85.5,yes
fig-000004,pln024,85.5,yes
fig-000004,pln025,85.5,yes
fig-000005,trn088,85.5,yes
fig-000004,pln026,85.5,yes
fig-000005,pln027,85.5,yes
fig-000005,pln028,85.5,yes
fig-000005,pln029,85.5,yes
fig-000003,pln030,85.5,yes
fig-000005,trn089,85.5,yes
fig-000005,trn090,85.5,yes
fig-000003,but014,85.5,yes
fig-000003,zip021,85.5,yes
fig-006691,pln031,86.7,yes
fig-006691,pln032,88.3,yes
fig-000003,firec017,85.5,yes
fig-000004,pln033,85.5,yes
fig-006691,pln034,88.3,yes
fig-000003,pln035,85.5,yes
fig-000003,pln036,85.5,yes
fig-000004,pln037,85.5,yes
fig-008579,pln038,87.9,yes
fig-000003,pln039,85.5,yes
fig-000004,but015,85.5,yes
fig-000003,but016,85.5,yes
fig-000005,lea003,85.5,yes
fig-000004,pck012,85.5,yes
fig-000003,par042,85.5,yes
fig-000003,wtr004,85.5,yes
fig-010652,par043,86.4,yes
fig-008581,jbl007,87.4,yes
fig-000004,pln040,85.5,yes
fig-000004,lea004,85.5,yes
fig-000003,par044,85.5,yes
fig-006691,zip022,86.7,yes
fig-000003,but017,85.5,yes
fig-000003,but018,85.5,yes
fig-000005,but019,85.5,yes
fig-000005,but020,85.5,yes
fig-000003,par045,85.5,yes
fig-008603,pln041,96.4,yes
fig-008601,jbr009,89.8,yes
fig-008836,par046,89.1,yes
fig-000004,pln042,85.5,yes
fig-000005,pln043,85.5,yes
fig-000003,jstr003,85.5,yes
fig-000004,par047,85.5,yes
fig-000010,par048,85.5,yes
fig-000005,but021,85.5,yes
fig-000005,but022,85.5,yes
fig-000005,rac017,85.5,yes
fig-000024,rac016,85.5,yes
fig-000005,sp051,85.5,yes
fig-000004,4555pb003,85.5,yes
